Date dd.mm.yyy,Time hh:mm,"Solar declination angle, deg.","Sunrise time, h","Sunset time, h",Solar zenith angle cosine,"Solar altitude angle, deg.","Solar constant, Wh/m2",Solar irradiation at the boarder of the atmosphere PREDICTED,"Cloudiness, fact, p.u.","Temperature, fact, ˚С","Humidity, fact, %","Wind speed, fact, m/s","Solar power plant generation, fact, kWh"
01-03-2018,0.29,-8.294,7.568,18.394,0,0,1390.114,0,0.881,-2,93,6.94,0
01-03-2018,0.33,-8.294,7.568,18.394,0.075,2.164,1390.114,50.46155682,0.881,-2,86,8.47,42
01-03-2018,0.38,-8.294,7.568,18.394,0.24,9.099,1390.114,228.7156613,0.656,-3,93,8.89,1189.44
01-03-2018,0.42,-8.294,7.568,18.394,0.381,18.117,1390.114,431.0713008,0.5,-2.5,83,8.06,5441.52
01-03-2018,0.46,-8.294,7.568,18.394,0.488,25.795,1390.114,589.9375243,0.5,-1.5,79,6.94,8605.8
01-03-2018,0.5,-8.294,7.568,18.394,0.556,31.488,1390.114,709.0939333,0.5,0,70,7.96,11661.72
01-03-2018,0.54,-8.294,7.568,18.394,0.578,34.529,1390.114,799.5183162,0.5,3,52,10,12197.64
01-03-2018,0.58,-8.294,7.568,18.394,0.554,34.468,1390.114,799.5183162,0.813,4,49,8.89,10909.92
01-03-2018,0.63,-8.294,7.568,18.394,0.485,31.315,1390.114,709.0939333,0.813,4.5,47,8.47,11480.28
01-03-2018,0.67,-8.294,7.568,18.394,0.376,25.533,1390.114,589.9375243,0.406,4,47,8.06,8321.04
01-03-2018,0.71,-8.294,7.568,18.394,0.234,17.793,1390.114,431.0713008,0.813,4,43.5,8.06,4698.96
01-03-2018,0.75,-8.294,7.568,18.394,0.069,8.734,1390.114,197.3310938,0.5,3.5,40,8.06,1342.32
01-03-2018,0.79,-8.294,7.568,18.394,0,1.974,1390.114,50.46155682,0.25,1.5,41,6.53,73.92
01-03-2018,0.83,-8.294,7.568,18.394,0,0,1390.114,0,0.5,0,44,5,0
01-03-2018,0.88,-8.294,7.568,18.394,0,0,1390.114,0.286072993,0.25,-1,42,6.53,0
01-03-2018,0.92,-8.294,7.568,18.394,0,0,1390.114,0,0.25,-1,51,6.11,0
01-03-2018,0.96,-8.294,7.568,18.394,0,0,1390.114,0,0.656,-2,61.5,5.56,0
02-03-2018,0,-7.915,7.537,18.418,0,0,1389.443,0,0.813,-2,64,5,0
02-03-2018,0.04,-7.915,7.537,18.418,0,0,1389.443,0,0.813,-2,64,5,0
02-03-2018,0.08,-7.915,7.537,18.418,0,0,1389.443,0,0.7,0,0,0,0
02-03-2018,0.13,-7.915,7.537,18.418,0,0,1389.443,0,0.813,-3.5,74.5,7.5,0
02-03-2018,0.17,-7.915,7.537,18.418,0,0,1389.443,0,0.813,-3.5,74.5,7.5,0
02-03-2018,0.21,-7.915,7.537,18.418,0,0,1389.443,0,0.95,-4,80,6.11,0
02-03-2018,0.25,-7.915,7.537,18.418,0,0,1389.443,0,0.95,-4,83,3.89,0
02-03-2018,0.29,-7.915,7.537,18.418,0,0,1389.443,0,0.95,-4,80,3.89,0
02-03-2018,0.33,-7.915,7.537,18.418,0.081,2.32,1389.443,50.46155682,0.95,-5,86,3.47,35.28
02-03-2018,0.38,-7.915,7.537,18.418,0.245,9.418,1389.443,228.7156613,0.95,-5,83,4.44,455.28
02-03-2018,0.42,-7.915,7.537,18.418,0.386,18.453,1389.443,447.9670187,0.95,-5.5,83,5.56,838.32
02-03-2018,0.46,-7.915,7.537,18.418,0.494,26.151,1389.443,615.7105922,0.95,-5.5,80,4.03,1441.44
02-03-2018,0.5,-7.915,7.537,18.418,0.561,31.861,1389.443,709.0939333,0.95,-5,80,3.89,2126.88
02-03-2018,0.54,-7.915,7.537,18.418,0.583,34.908,1389.443,799.5183162,1,-5,86,3.06,2107.56
02-03-2018,0.58,-7.915,7.537,18.418,0.559,34.837,1389.443,799.5183162,1,-5,89.5,3.06,2642.64
02-03-2018,0.63,-7.915,7.537,18.418,0.49,31.66,1389.443,709.0939333,1,-4,86,3.06,1766.52
02-03-2018,0.67,-7.915,7.537,18.418,0.38,25.847,1389.443,615.7105922,0.975,-3,80,1.94,1381.8
02-03-2018,0.71,-7.915,7.537,18.418,0.238,18.077,1389.443,431.0713008,1,-3,83,1.53,802.2
02-03-2018,0.75,-7.915,7.537,18.418,0.073,8.996,1389.443,228.7156613,0.95,-3,80,1.94,382.2
02-03-2018,0.79,-7.915,7.537,18.418,0,2.1,1389.443,50.46155682,0.95,-3,74,3.06,33.6
02-03-2018,0.83,-7.915,7.537,18.418,0,0,1389.443,0,0.95,-3.5,71.5,4.03,0
02-03-2018,0.88,-7.915,7.537,18.418,0,0,1389.443,0,0.406,-4,69,3.47,0
02-03-2018,0.92,-7.915,7.537,18.418,0,0,1389.443,0,0.5,-5,77,1.94,0
02-03-2018,0.96,-7.915,7.537,18.418,0,0,1389.443,0,0,-6,80,0.97,0
03-03-2018,0,-7.534,7.507,18.443,0,0,1388.766,0,0,-7,86,0,0
03-03-2018,0.04,-7.534,7.507,18.443,0,0,1388.766,0,0,-8,89.5,0,0
03-03-2018,0.08,-7.534,7.507,18.443,0,0,1388.766,0,0,-8,93,1.53,0
03-03-2018,0.13,-7.534,7.507,18.443,0,0,1388.766,0,0,-8,86,1.11,0
03-03-2018,0.17,-7.534,7.507,18.443,0,0,1388.766,0,0,-7,86,1.94,0
03-03-2018,0.21,-7.534,7.507,18.443,0,0,1388.766,0,0,-8,82.5,0.97,0
03-03-2018,0.25,-7.534,7.507,18.443,0,0,1388.766,0,0,-8.5,82.5,0,0
03-03-2018,0.29,-7.534,7.507,18.443,0,0,1388.766,0,0,-9.5,86,0,0
03-03-2018,0.33,-7.534,7.507,18.443,0.086,2.478,1388.766,50.46155682,0,-10,89.5,0,138.6
03-03-2018,0.38,-7.534,7.507,18.443,0.251,9.74,1388.766,228.7156613,0,-8.5,86,0,1500.24
03-03-2018,0.42,-7.534,7.507,18.443,0.392,18.792,1388.766,447.9670187,0,-6,80,1.53,5332.32
03-03-2018,0.46,-7.534,7.507,18.443,0.499,26.51,1388.766,615.7105922,0.5,-5,74,1.94,5822.04
03-03-2018,0.5,-7.534,7.507,18.443,0.567,32.237,1388.766,747.770638,0,-5,68,0.56,3407.04
03-03-2018,0.54,-7.534,7.507,18.443,0.589,35.29,1388.766,799.5183162,0,-3.5,66.5,1.11,4504.92
03-03-2018,0.58,-7.534,7.507,18.443,0.564,35.209,1388.766,799.5183162,0.5,-1,53,1.53,10269.84
03-03-2018,0.63,-7.534,7.507,18.443,0.495,32.006,1388.766,709.0939333,0,0,49.5,1.53,11368.56
03-03-2018,0.67,-7.534,7.507,18.443,0.385,26.161,1388.766,615.7105922,0,0,48,3.06,8782.2
03-03-2018,0.71,-7.534,7.507,18.443,0.243,18.362,1388.766,431.0713008,0.5,1,48,3.06,5391.96
03-03-2018,0.75,-7.534,7.507,18.443,0.078,9.257,1388.766,228.7156613,0.5,1,50,4.03,2106.72
03-03-2018,0.79,-7.534,7.507,18.443,0,2.226,1388.766,50.46155682,0.25,0,56,3.89,143.64
03-03-2018,0.83,-7.534,7.507,18.443,0,0,1388.766,0,0.5,-2.5,66.5,3.47,0
03-03-2018,0.88,-7.534,7.507,18.443,0,0,1388.766,0,0.5,-3.5,69,5,0
03-03-2018,0.92,-7.534,7.507,18.443,0,0,1388.766,0,0.25,-5,71,4.44,0
03-03-2018,0.96,-7.534,7.507,18.443,0,0,1388.766,0,0.25,-5.5,83,3.89,0
04-03-2018,0,-7.15,7.476,18.467,0,0,1388.083,0,0.5,-5,80,4.44,0
04-03-2018,0.04,-7.15,7.476,18.467,0,0,1388.083,0,0.25,-5,83,3.89,0
04-03-2018,0.08,-7.15,7.476,18.467,0,0,1388.083,0,0.5,-5,86,4.44,0
04-03-2018,0.13,-7.15,7.476,18.467,0,0,1388.083,0,0.813,-5,80,3.89,0
04-03-2018,0.17,-7.15,7.476,18.467,0,0,1388.083,0,0.406,-5,80,5.42,0
04-03-2018,0.21,-7.15,7.476,18.467,0,0,1388.083,0,0.881,-4.5,77,5.97,0
04-03-2018,0.25,-7.15,7.476,18.467,0,0,1388.083,0,0.95,-4,80,6.11,0
04-03-2018,0.29,-7.15,7.476,18.467,0,0,1388.083,0,0.95,-4,86,8.06,0
04-03-2018,0.33,-7.15,7.476,18.467,0.092,2.637,1388.083,68.02433333,0.95,-3,86,6.94,200.76
04-03-2018,0.38,-7.15,7.476,18.467,0.256,10.066,1388.083,228.7156613,0.95,-2.5,83,6.11,1049.16
04-03-2018,0.42,-7.15,7.476,18.467,0.397,19.134,1388.083,447.9670187,0.95,-1,80,6.53,871.08
04-03-2018,0.46,-7.15,7.476,18.467,0.505,26.871,1388.083,615.7105922,0.975,0.5,80.5,4.58,1355.76
04-03-2018,0.5,-7.15,7.476,18.467,0.572,32.615,1388.083,747.770638,0.95,1,84,2.08,843.36
04-03-2018,0.54,-7.15,7.476,18.467,0.594,35.674,1388.083,799.5183162,0.95,1.5,93,3.89,761.04
04-03-2018,0.58,-7.15,7.476,18.467,0.569,35.582,1388.083,799.5183162,0.975,2,93,5.56,1103.76
04-03-2018,0.63,-7.15,7.476,18.467,0.5,32.353,1388.083,747.770638,1,2,100,5.97,1945.44
04-03-2018,0.67,-7.15,7.476,18.467,0.39,26.476,1388.083,615.7105922,0.95,3.5,96.5,6.53,3735.48
04-03-2018,0.71,-7.15,7.476,18.467,0.248,18.646,1388.083,447.9670187,0.813,5,93,5.56,1970.64
04-03-2018,0.75,-7.15,7.476,18.467,0.082,9.519,1388.083,228.7156613,0.5,5,93,3.47,303.24
04-03-2018,0.79,-7.15,7.476,18.467,0,2.352,1388.083,50.46155682,0.5,4.5,96.5,3.06,10.08
04-03-2018,0.83,-7.15,7.476,18.467,0,0,1388.083,0,0.813,3,100,3.47,0
04-03-2018,0.88,-7.15,7.476,18.467,0,0,1388.083,0,0.656,3,100,3.06,0
04-03-2018,0.92,-7.15,7.476,18.467,0,0,1388.083,0,0.813,1.5,100,5,0
04-03-2018,0.96,-7.15,7.476,18.467,0,0,1388.083,0,0.656,1,100,3.47,0
05-03-2018,0,-6.765,7.445,18.491,0,0,1387.393,0,0.813,1,100,3.89,0
05-03-2018,0.04,-6.765,7.445,18.491,0,0,1387.393,0,0.813,1,100,0.97,0
05-03-2018,0.08,-6.765,7.445,18.491,0,0,1387.393,0,1,1,100,0,0
05-03-2018,0.13,-6.765,7.445,18.491,0,0,1387.393,0,0.975,1,100,2.08,0
05-03-2018,0.17,-6.765,7.445,18.491,0,0,1387.393,0,0.95,1,100,3.06,0
05-03-2018,0.21,-6.765,7.445,18.491,0,0,1387.393,0,0.975,1,100,0.97,0
05-03-2018,0.25,-6.765,7.445,18.491,0,0,1387.393,0,0.95,1,100,3.47,0
05-03-2018,0.29,-6.765,7.445,18.491,0,0,1387.393,0,0.95,1,100,3.06,0
05-03-2018,0.33,-6.765,7.445,18.491,0.097,2.797,1387.393,68.02433333,0.95,1,100,0.97,18.48
05-03-2018,0.38,-6.765,7.445,18.491,0.262,10.394,1387.393,260.2004597,0.975,1.5,100,0.56,349.44
05-03-2018,0.42,-6.765,7.445,18.491,0.403,19.479,1387.393,447.9670187,0.95,2,100,1.11,334.32
05-03-2018,0.46,-6.765,7.445,18.491,0.511,27.236,1387.393,615.7105922,0.95,2,100,0.97,1088.64
05-03-2018,0.5,-6.765,7.445,18.491,0.578,32.996,1387.393,747.770638,0.95,3,100,1.53,1428
05-03-2018,0.54,-6.765,7.445,18.491,0.6,36.06,1387.393,799.5183162,0.95,3.5,100,5.56,1800.96
05-03-2018,0.58,-6.765,7.445,18.491,0.575,35.956,1387.393,799.5183162,1,2,100,8.47,735.84
05-03-2018,0.63,-6.765,7.445,18.491,0.505,32.701,1387.393,747.770638,0.95,2,90,8.89,1956.36
05-03-2018,0.67,-6.765,7.445,18.491,0.395,26.791,1387.393,615.7105922,0.881,2.5,62.5,9.44,3595.2
05-03-2018,0.71,-6.765,7.445,18.491,0.252,18.931,1387.393,447.9670187,0.95,1.5,65,8.89,3340.68
05-03-2018,0.75,-6.765,7.445,18.491,0.086,9.78,1387.393,228.7156613,0.556,-0.5,55,10,2481.36
05-03-2018,0.79,-6.765,7.445,18.491,0,2.478,1387.393,50.46155682,0.813,-2,57,8.06,247.8
05-03-2018,0.83,-6.765,7.445,18.491,0,0,1387.393,0,0.656,-3,66.5,6.53,0
05-03-2018,0.88,-6.765,7.445,18.491,0,0,1387.393,0,0.813,-2.5,66.5,8.89,0
05-03-2018,0.92,-6.765,7.445,18.491,0,0,1387.393,0,0.881,-3.5,66.5,7.92,0
05-03-2018,0.96,-6.765,7.445,18.491,0,0,1387.393,0,0.656,-4,71.5,6.94,0
06-03-2018,0,-6.377,7.414,18.515,0,0,1386.698,0,0.95,-4,74,8.06,0
06-03-2018,0.04,-6.377,7.414,18.515,0,0,1386.698,0,0.95,-4,69,8.06,0
06-03-2018,0.08,-6.377,7.414,18.515,0,0,1386.698,0,0.881,-4,71.5,7.92,0
06-03-2018,0.13,-6.377,7.414,18.515,0,0,1386.698,0,0.881,-4.5,68.5,8.89,0
06-03-2018,0.17,-6.377,7.414,18.515,0,0,1386.698,0,0.813,-5.5,68,8.89,0
06-03-2018,0.21,-6.377,7.414,18.515,0,0,1386.698,0,0.656,-6,68,7.5,0
06-03-2018,0.25,-6.377,7.414,18.515,0,0,1386.698,0,0.656,-6,71,5.97,0
06-03-2018,0.29,-6.377,7.414,18.515,0,0,1386.698,0,0.5,-7,74,6.11,0
06-03-2018,0.33,-6.377,7.414,18.515,0.103,2.959,1386.698,68.02433333,0.25,-7,80,4.44,381.36
06-03-2018,0.38,-6.377,7.414,18.515,0.268,10.725,1386.698,260.2004597,0.5,-6.5,77,5.56,3423.84
06-03-2018,0.42,-6.377,7.414,18.515,0.409,19.827,1386.698,447.9670187,0.5,-5,61,6.94,7338.24
06-03-2018,0.46,-6.377,7.414,18.515,0.516,27.603,1386.698,643.1165253,0,-4,54,8.06,10446.24
06-03-2018,0.5,-6.377,7.414,18.515,0.583,33.38,1386.698,747.770638,0,-2.5,49,7.5,12361.44
06-03-2018,0.54,-6.377,7.414,18.515,0.605,36.449,1386.698,799.5183162,0,-1.5,43.5,6.94,12795.72
06-03-2018,0.58,-6.377,7.414,18.515,0.58,36.332,1386.698,799.5183162,0,-1,44,6.53,12815.88
06-03-2018,0.63,-6.377,7.414,18.515,0.51,33.05,1386.698,747.770638,0,0,41,5.56,12021.24
06-03-2018,0.67,-6.377,7.414,18.515,0.4,27.106,1386.698,615.7105922,0,1,39.5,5,9930.48
06-03-2018,0.71,-6.377,7.414,18.515,0.257,19.215,1386.698,447.9670187,0,1,41,3.89,2739.24
06-03-2018,0.75,-6.377,7.414,18.515,0.091,10.041,1386.698,228.7156613,0,1,41,3.06,3112.2
06-03-2018,0.79,-6.377,7.414,18.515,0,2.604,1386.698,68.02433333,0,-0.5,45.5,1.94,194.04
06-03-2018,0.83,-6.377,7.414,18.515,0,0,1386.698,0,0,-2,51,1.94,0
06-03-2018,0.88,-6.377,7.414,18.515,0,0,1386.698,0,0,-2.5,57,1.94,0
06-03-2018,0.92,-6.377,7.414,18.515,0,0,1386.698,0,0,-3,59,1.94,0
06-03-2018,0.96,-6.377,7.414,18.515,0,0,1386.698,0,0,-4.5,61,2.5,0
07-03-2018,0,-5.988,7.382,18.539,0,0,1385.996,0,0,-4,61.5,3.89,0
07-03-2018,0.04,-5.988,7.382,18.539,0,0,1385.996,0,0,-6,68,3.06,0
07-03-2018,0.08,-5.988,7.382,18.539,0,0,1385.996,0,0,-6,74,3.89,0
07-03-2018,0.13,-5.988,7.382,18.539,0,0,1385.996,0,0,-6,74,3.89,0
07-03-2018,0.17,-5.988,7.382,18.539,0,0,1385.996,0,0,-6,74,3.89,0
07-03-2018,0.21,-5.988,7.382,18.539,0,0,1385.996,0,0,-6.5,77,5,0
07-03-2018,0.25,-5.988,7.382,18.539,0,0,1385.996,0,0,-7,80,3.89,0
07-03-2018,0.29,-5.988,7.382,18.539,0,0,1385.996,0,0,-7,80,5,0
07-03-2018,0.33,-5.988,7.382,18.539,0.109,3.123,1385.996,68.02433333,0,-7,80,6.11,330.96
07-03-2018,0.38,-5.988,7.382,18.539,0.273,11.059,1385.996,260.2004597,0,-6.5,86,5.56,3155.88
07-03-2018,0.42,-5.988,7.382,18.539,0.414,20.177,1385.996,447.9670187,0,-3,74.5,6.94,7433.16
07-03-2018,0.46,-5.988,7.382,18.539,0.522,27.972,1385.996,643.1165253,0,0,60,8.89,9269.4
07-03-2018,0.5,-5.988,7.382,18.539,0.589,33.766,1385.996,747.770638,0,1,46,9.44,8638.56
07-03-2018,0.54,-5.988,7.382,18.539,0.61,36.84,1385.996,799.5183162,0,2.5,37,8.47,9241.68
07-03-2018,0.58,-5.988,7.382,18.539,0.585,36.71,1385.996,799.5183162,0.5,3,36,8.06,6218.52
07-03-2018,0.63,-5.988,7.382,18.539,0.515,33.399,1385.996,747.770638,0.656,3,36,8.47,4399.08
07-03-2018,0.67,-5.988,7.382,18.539,0.404,27.422,1385.996,643.1165253,0.813,3,41,8.89,2892.12
07-03-2018,0.71,-5.988,7.382,18.539,0.261,19.5,1385.996,447.9670187,0.406,2.5,48.5,8.47,1738.8
07-03-2018,0.75,-5.988,7.382,18.539,0.095,10.302,1385.996,260.2004597,0.406,2,52,8.89,1041.6
07-03-2018,0.79,-5.988,7.382,18.539,0,2.73,1385.996,68.02433333,0.813,0.5,62,8.47,183.96
07-03-2018,0.83,-5.988,7.382,18.539,0,0,1385.996,0,0.406,0,72,7.5,0
07-03-2018,0.88,-5.988,7.382,18.539,0,0,1385.996,0,0.95,0,75,7.08,0
07-03-2018,0.92,-5.988,7.382,18.539,0,0,1385.996,0,0.881,0,80,6.53,0
07-03-2018,0.96,-5.988,7.382,18.539,0,0,1385.996,0,0.813,1,81,6.11,0
08-03-2018,0,-5.597,7.351,18.563,0,0,1385.289,0,0.95,1.5,78,6.11,0
08-03-2018,0.04,-5.597,7.351,18.563,0,0,1385.289,0,0.95,2,81,5.56,0
08-03-2018,0.08,-5.597,7.351,18.563,0,0,1385.289,0,0.95,2.5,81,5,0
08-03-2018,0.13,-5.597,7.351,18.563,0,0,1385.289,0,0.95,3,81,5,0
08-03-2018,0.17,-5.597,7.351,18.563,0,0,1385.289,0,0.95,3,81,3.47,0
08-03-2018,0.21,-5.597,7.351,18.563,0,0,1385.289,0,0.95,2.5,84,5.97,0
08-03-2018,0.25,-5.597,7.351,18.563,0,0,1385.289,0,0.95,2,87,4.44,0
08-03-2018,0.29,-5.597,7.351,18.563,0,0,1385.289,0,0.95,2,87,3.06,0
08-03-2018,0.33,-5.597,7.351,18.563,0.115,3.288,1385.289,68.02433333,0.881,2,90,2.92,110.04
08-03-2018,0.38,-5.597,7.351,18.563,0.279,11.395,1385.289,291.716094,0.813,2.5,90,3.89,1367.52
08-03-2018,0.42,-5.597,7.351,18.563,0.42,20.53,1385.289,500.8286667,0.95,3.5,84,4.44,1939.56
08-03-2018,0.46,-5.597,7.351,18.563,0.528,28.345,1385.289,643.1165253,0.95,4.5,78.5,3.89,1580.04
08-03-2018,0.5,-5.597,7.351,18.563,0.594,34.154,1385.289,747.770638,0.95,6,76,4.58,1522.92
08-03-2018,0.54,-5.597,7.351,18.563,0.616,37.232,1385.289,799.5183162,0.95,6.5,78.5,3.89,1886.64
08-03-2018,0.58,-5.597,7.351,18.563,0.59,37.089,1385.289,799.5183162,1,7,81,3.47,1364.16
08-03-2018,0.63,-5.597,7.351,18.563,0.52,33.75,1385.289,747.770638,0.975,7,90,3.06,1371.72
08-03-2018,0.67,-5.597,7.351,18.563,0.409,27.737,1385.289,643.1165253,0.975,7,93,3.06,1228.08
08-03-2018,0.71,-5.597,7.351,18.563,0.266,19.784,1385.289,447.9670187,0.625,7,93,3.06,557.76
08-03-2018,0.75,-5.597,7.351,18.563,0.099,10.562,1385.289,260.2004597,0.813,6.5,96.5,4.44,547.68
08-03-2018,0.79,-5.597,7.351,18.563,0,2.855,1385.289,68.02433333,0.813,6,96.5,3.89,139.44
08-03-2018,0.83,-5.597,7.351,18.563,0,0,1385.289,0,0.906,5,100,3.06,0
08-03-2018,0.88,-5.597,7.351,18.563,0,0,1385.289,0,0.881,5,100,3.06,0
08-03-2018,0.92,-5.597,7.351,18.563,0,0,1385.289,0,0.95,4.5,100,2.5,0
08-03-2018,0.96,-5.597,7.351,18.563,0,0,1385.289,0,0.95,4.5,100,1.94,0
09-03-2018,0,-5.204,7.319,18.587,0,0,1384.577,0,0.95,4,100,1.53,0
09-03-2018,0.04,-5.204,7.319,18.587,0,0,1384.577,0,1,4,100,3.06,0
09-03-2018,0.08,-5.204,7.319,18.587,0,0,1384.577,0,1,3,100,1.94,0
09-03-2018,0.13,-5.204,7.319,18.587,0,0,1384.577,0,1,3,100,0.97,0
09-03-2018,0.17,-5.204,7.319,18.587,0,0,1384.577,0,1,2.5,100,1.53,0
09-03-2018,0.21,-5.204,7.319,18.587,0,0,1384.577,0,1,2,100,0.56,0
09-03-2018,0.25,-5.204,7.319,18.587,0,0,1384.577,0,1,1,100,0.97,0
09-03-2018,0.29,-5.204,7.319,18.587,0,0,1384.577,0,1,1,100,0.56,0
09-03-2018,0.33,-5.204,7.319,18.587,0.12,3.454,1384.577,87.827575,0.95,1,100,0.97,73.92
09-03-2018,0.38,-5.204,7.319,18.587,0.285,11.734,1384.577,291.716094,0.95,1,100,0,550.2
09-03-2018,0.42,-5.204,7.319,18.587,0.426,20.885,1384.577,500.8286667,0.95,2,100,0,1422.96
09-03-2018,0.46,-5.204,7.319,18.587,0.533,28.719,1384.577,668.7372283,0.975,3.5,100,0.56,2502.36
09-03-2018,0.5,-5.204,7.319,18.587,0.6,34.544,1384.577,799.5183162,0.95,5.5,100,1.53,2500.68
09-03-2018,0.54,-5.204,7.319,18.587,0.621,37.627,1384.577,849.7116272,0.95,6.5,100,3.06,1733.76
09-03-2018,0.58,-5.204,7.319,18.587,0.595,37.469,1384.577,849.7116272,0.95,6.5,100,3.47,2413.32
09-03-2018,0.63,-5.204,7.319,18.587,0.525,34.1,1384.577,747.770638,0.95,6.5,100,2.5,1263.36
09-03-2018,0.67,-5.204,7.319,18.587,0.414,28.053,1384.577,643.1165253,0.95,6,100,3.06,1008
09-03-2018,0.71,-5.204,7.319,18.587,0.27,20.067,1384.577,447.9670187,0.95,6,100,3.47,579.6
09-03-2018,0.75,-5.204,7.319,18.587,0.104,10.823,1384.577,260.2004597,0.95,6,93,2.5,299.88
09-03-2018,0.79,-5.204,7.319,18.587,0,2.981,1384.577,68.02433333,0.95,6,90,2.5,24.36
09-03-2018,0.83,-5.204,7.319,18.587,0,0,1384.577,0,0.95,6,87,1.94,0
09-03-2018,0.88,-5.204,7.319,18.587,0,0,1384.577,0,0.95,5,100,3.06,0
09-03-2018,0.92,-5.204,7.319,18.587,0,0,1384.577,0,0.95,5,93,3.47,0
09-03-2018,0.96,-5.204,7.319,18.587,0,0,1384.577,0,0.95,4,96.5,3.89,0
10-03-2018,0,-4.81,7.287,18.611,0,0,1383.859,0,0.95,3,100,3.47,0
10-03-2018,0.04,-4.81,7.287,18.611,0,0,1383.859,0,0.95,3,93,3.06,0
10-03-2018,0.08,-4.81,7.287,18.611,0,0,1383.859,0,0.95,3,93,1.94,0
10-03-2018,0.13,-4.81,7.287,18.611,0,0,1383.859,0,0.881,2.5,96.5,1.94,0
10-03-2018,0.17,-4.81,7.287,18.611,0,0,1383.859,0,0.95,2,100,1.94,0
10-03-2018,0.21,-4.81,7.287,18.611,0,0,1383.859,0,0.881,2,100,1.94,0
10-03-2018,0.25,-4.81,7.287,18.611,0,0,1383.859,0,0.95,2,100,1.94,0
10-03-2018,0.29,-4.81,7.287,18.611,0,0,1383.859,0,0.95,2,100,1.94,0
10-03-2018,0.33,-4.81,7.287,18.611,0.126,3.621,1383.859,87.827575,1,2,100,1.94,34.44
10-03-2018,0.38,-4.81,7.287,18.611,0.291,12.075,1383.859,291.716094,0.95,2,100,1.53,320.88
10-03-2018,0.42,-4.81,7.287,18.611,0.432,21.242,1383.859,500.8286667,0.95,2,100,1.11,518.28
10-03-2018,0.46,-4.81,7.287,18.611,0.539,29.095,1383.859,668.7372283,0.95,2,100,1.11,768.6
10-03-2018,0.5,-4.81,7.287,18.611,0.605,34.936,1383.859,799.5183162,0.95,2,100,1.53,1008.84
10-03-2018,0.54,-4.81,7.287,18.611,0.626,38.023,1383.859,849.7116272,0.95,2,100,1.94,1007.16
10-03-2018,0.58,-4.81,7.287,18.611,0.601,37.851,1383.859,849.7116272,0.95,3,93,1.94,1176
10-03-2018,0.63,-4.81,7.287,18.611,0.53,34.451,1383.859,799.5183162,0.95,2,100,1.94,1163.4
10-03-2018,0.67,-4.81,7.287,18.611,0.419,28.368,1383.859,643.1165253,0.95,2,100,1.94,793.8
10-03-2018,0.71,-4.81,7.287,18.611,0.275,20.351,1383.859,500.8286667,0.95,2,100,1.94,605.64
10-03-2018,0.75,-4.81,7.287,18.611,0.108,11.082,1383.859,260.2004597,0.95,1.5,96.5,1.94,166.32
10-03-2018,0.79,-4.81,7.287,18.611,0,3.106,1383.859,68.02433333,0.975,1,100,1.94,0
10-03-2018,0.83,-4.81,7.287,18.611,0,0,1383.859,0,1,1,100,1.94,0
10-03-2018,0.88,-4.81,7.287,18.611,0,0,1383.859,0,1,0.5,100,1.94,0
10-03-2018,0.92,-4.81,7.287,18.611,0,0,1383.859,0,1,0,100,2.5,0
10-03-2018,0.96,-4.81,7.287,18.611,0,0,1383.859,0,0.95,0,100,3.06,0
11-03-2018,0,-4.414,7.254,18.634,0,0,1383.136,0,0.95,0,100,1.94,0
11-03-2018,0.04,-4.414,7.254,18.634,0,0,1383.136,0,1,0,100,1.94,0
11-03-2018,0.08,-4.414,7.254,18.634,0,0,1383.136,0,1,-0.5,100,1.53,0
11-03-2018,0.13,-4.414,7.254,18.634,0,0,1383.136,0,1,-1,100,0.56,0
11-03-2018,0.17,-4.414,7.254,18.634,0,0,1383.136,0,1,-1,100,1.53,0
11-03-2018,0.21,-4.414,7.254,18.634,0,0,1383.136,0,0.95,-1.5,100,1.94,0
11-03-2018,0.25,-4.414,7.254,18.634,0,0,1383.136,0,0.95,-2,100,3.47,0
11-03-2018,0.29,-4.414,7.254,18.634,0,0,1383.136,0,0.95,-2,93,2.5,0
11-03-2018,0.33,-4.414,7.254,18.634,0.132,3.789,1383.136,87.827575,0.95,-3,100,3.06,0
11-03-2018,0.38,-4.414,7.254,18.634,0.297,12.419,1383.136,291.716094,0.95,-3,100,2.5,42.84
11-03-2018,0.42,-4.414,7.254,18.634,0.437,21.602,1383.136,520.7219444,0.95,-3,100,2.5,154.56
11-03-2018,0.46,-4.414,7.254,18.634,0.545,29.474,1383.136,668.7372283,0.95,-2,93,1.94,325.08
11-03-2018,0.5,-4.414,7.254,18.634,0.611,35.331,1383.136,799.5183162,0.95,-2,93,1.94,441
11-03-2018,0.54,-4.414,7.254,18.634,0.632,38.42,1383.136,849.7116272,0.95,-2,93,2.5,494.76
11-03-2018,0.58,-4.414,7.254,18.634,0.606,38.233,1383.136,849.7116272,0.95,-2,93,3.06,587.16
11-03-2018,0.63,-4.414,7.254,18.634,0.535,34.803,1383.136,799.5183162,0.95,-2,93,3.06,604.8
11-03-2018,0.67,-4.414,7.254,18.634,0.423,28.684,1383.136,668.7372283,0.95,-2,86,3.89,785.4
11-03-2018,0.71,-4.414,7.254,18.634,0.279,20.634,1383.136,500.8286667,0.95,-2,83,3.89,469.56
11-03-2018,0.75,-4.414,7.254,18.634,0.113,11.342,1383.136,260.2004597,0.95,-2,77,3.89,161.28
