Date dd.mm.yyy,Time hh:mm,"Solar declination angle, deg.","Sunrise time, h","Sunset time, h",Solar zenith angle cosine,"Solar altitude angle, deg.","Solar constant, Wh/m2",Solar irradiation at the boarder of the atmosphere PREDICTED,"Cloudiness, fact, p.u.","Temperature, fact, ˚С","Humidity, fact, %","Wind speed, fact, m/s","Solar power plant generation, fact, kWh"
21-07-2018,0.46,20.442,5.336,20.408,0.823,50.931,1324.407,1063.029155,0.5,27.5,52.5,5,6078.24
21-07-2018,0.5,20.442,5.336,20.408,0.882,58.663,1324.407,1124.138866,0.5,27.5,52.5,4.44,3443.16
21-07-2018,0.54,20.442,5.336,20.408,0.899,62.963,1324.407,1185.05828,0.5,28,51,3.89,4263.84
21-07-2018,0.58,20.442,5.336,20.408,0.871,62.292,1324.407,1185.05828,0.5,28,49.5,4.44,9097.2
21-07-2018,0.63,20.442,5.336,20.408,0.801,56.925,1324.407,1124.138866,0.5,31,38,3.89,5256.72
21-07-2018,0.67,20.442,5.336,20.408,0.694,48.613,1324.407,1007.943541,0.5,31.5,33,6.11,6510.84
21-07-2018,0.71,20.442,5.336,20.408,0.557,38.908,1324.407,849.7116272,0,32,25,3.06,7348.32
21-07-2018,0.75,20.442,5.336,20.408,0.399,28.685,1324.407,668.7372283,0,32,29,6.11,4741.8
21-07-2018,0.79,20.442,5.336,20.408,0.231,18.444,1324.407,447.9670187,0,32,31,5,1902.6
21-07-2018,0.83,20.442,5.336,20.408,0.065,8.54,1324.407,197.3310938,0,31.5,32,4.03,368.76
21-07-2018,0.88,20.442,5.336,20.408,0,1.857,1324.407,50.46155682,0,29,42,3.06,29.4
21-07-2018,0.92,20.442,5.336,20.408,0,0,1324.407,0.042568421,0,28,48,1.94,0
21-07-2018,0.96,20.442,5.336,20.408,0,0,1324.407,0.042568421,0,25,61,1.94,0
22-07-2018,0,20.241,5.354,20.391,0,0,1324.669,0,0,25,65,3.06,0
22-07-2018,0.04,20.241,5.354,20.391,0,0,1324.669,0,0,25,61,3.06,0
22-07-2018,0.08,20.241,5.354,20.391,0,0,1324.669,0,0,24.5,63,3.06,0
22-07-2018,0.13,20.241,5.354,20.391,0,0,1324.669,0,0,23.5,67,2.5,0
22-07-2018,0.17,20.241,5.354,20.391,0,0,1324.669,0,0,24,65,3.06,0
22-07-2018,0.21,20.241,5.354,20.391,0,0,1324.669,0,0,23,71,3.06,0
22-07-2018,0.25,20.241,5.354,20.391,0.104,2.985,1324.669,68.02433333,0,22,78,1.94,89.04
22-07-2018,0.29,20.241,5.354,20.391,0.272,10.88,1324.669,260.2004597,0,22.5,80.5,1.94,598.08
22-07-2018,0.33,20.241,5.354,20.391,0.439,20.907,1324.669,500.8286667,0,25.5,65,2.5,2598.12
22-07-2018,0.38,20.241,5.354,20.391,0.593,31.182,1324.669,709.0939333,0,27.5,54,2.5,5527.2
22-07-2018,0.42,20.241,5.354,20.391,0.723,41.324,1324.669,909.7614552,0,29,51.5,2.5,8008.56
22-07-2018,0.46,20.241,5.354,20.391,0.821,50.765,1324.669,1063.029155,0,30.5,42.5,3.06,9790.2
22-07-2018,0.5,20.241,5.354,20.391,0.881,58.479,1324.669,1124.138866,0,30.5,42.5,3.06,11011.56
22-07-2018,0.54,20.241,5.354,20.391,0.897,62.765,1324.669,1185.05828,0.5,33,31,5,11496.24
22-07-2018,0.58,20.241,5.354,20.391,0.87,62.104,1324.669,1185.05828,0.5,33,31,5,10029.6
22-07-2018,0.63,20.241,5.354,20.391,0.8,56.761,1324.669,1124.138866,0.5,34,30,5,10196.76
22-07-2018,0.67,20.241,5.354,20.391,0.693,48.471,1324.669,1007.943541,0.5,35,26,5,9055.2
22-07-2018,0.71,20.241,5.354,20.391,0.555,38.778,1324.669,849.7116272,0.5,35,26,4.03,7289.52
22-07-2018,0.75,20.241,5.354,20.391,0.397,28.559,1324.669,643.1165253,0.5,35,26,5,4590.6
22-07-2018,0.79,20.241,5.354,20.391,0.229,18.315,1324.669,431.0713008,0.5,34,28,1.94,1847.16
22-07-2018,0.83,20.241,5.354,20.391,0.062,8.404,1324.669,197.3310938,0.25,33,32,1.94,390.6
22-07-2018,0.88,20.241,5.354,20.391,0,1.786,1324.669,50.46155682,0,32,36,2.5,28.56
22-07-2018,0.92,20.241,5.354,20.391,0,0,1324.669,0.042568421,0,30,45.5,3.06,0
22-07-2018,0.96,20.241,5.354,20.391,0,0,1324.669,0.042568421,0,28,56,3.47,0
23-07-2018,0,20.034,5.373,20.374,0,0,1324.944,0,0,26.5,67,1.94,0
23-07-2018,0.04,20.034,5.373,20.374,0,0,1324.944,0,0,26,69,1.94,0
23-07-2018,0.08,20.034,5.373,20.374,0,0,1324.944,0,0,24.5,76,1.11,0
23-07-2018,0.13,20.034,5.373,20.374,0,0,1324.944,0,0,24,78,1.11,0
23-07-2018,0.17,20.034,5.373,20.374,0,0,1324.944,0,0,23.5,80.5,0.56,0
23-07-2018,0.21,20.034,5.373,20.374,0,0,1324.944,0,0,23,83,0.56,0
23-07-2018,0.25,20.034,5.373,20.374,0.101,2.904,1324.944,68.02433333,0,22.5,85.5,0,105.84
23-07-2018,0.29,20.034,5.373,20.374,0.27,10.722,1324.944,260.2004597,0,24,80.5,0,824.04
23-07-2018,0.33,20.034,5.373,20.374,0.436,20.755,1324.944,500.8286667,0.25,27.5,63.5,1.11,2443.56
23-07-2018,0.38,20.034,5.373,20.374,0.59,31.031,1324.944,709.0939333,0,31,43,3.06,5847.24
23-07-2018,0.42,20.034,5.373,20.374,0.721,41.168,1324.944,909.7614552,0.5,31.5,39,3.89,6643.56
23-07-2018,0.46,20.034,5.373,20.374,0.82,50.597,1324.944,1063.029155,1,33,31,6.11,8732.64
23-07-2018,0.5,20.034,5.373,20.374,0.879,58.29,1324.944,1124.138866,1,33,32.5,6.53,7407.12
23-07-2018,0.54,20.034,5.373,20.374,0.896,62.563,1324.944,1185.05828,0.813,33,34,6.11,9438.24
23-07-2018,0.58,20.034,5.373,20.374,0.868,61.909,1324.944,1185.05828,0.813,30.5,45,7.5,7100.52
23-07-2018,0.63,20.034,5.373,20.374,0.798,56.591,1324.944,1124.138866,0.813,24,78,6.11,3956.4
23-07-2018,0.67,20.034,5.373,20.374,0.691,48.323,1324.944,1007.943541,0.906,24,83,5,987
23-07-2018,0.71,20.034,5.373,20.374,0.553,38.643,1324.944,849.7116272,1,25,78,6.11,1632.12
23-07-2018,0.75,20.034,5.373,20.374,0.395,28.427,1324.944,643.1165253,1,25,76,3.47,511.56
23-07-2018,0.79,20.034,5.373,20.374,0.227,18.181,1324.944,431.0713008,0.95,25,74,3.06,320.04
23-07-2018,0.83,20.034,5.373,20.374,0.06,8.262,1324.944,197.3310938,0.95,24.5,73.5,4.44,112.56
23-07-2018,0.88,20.034,5.373,20.374,0,1.713,1324.944,27.46559868,0.95,24,75.5,3.06,0
23-07-2018,0.92,20.034,5.373,20.374,0,0,1324.944,0.042568421,0.95,24,78,2.5,0
23-07-2018,0.96,20.034,5.373,20.374,0,0,1324.944,0.042568421,0.95,24,78,1.11,0
24-07-2018,0,19.821,5.392,20.357,0,0,1325.231,0,0.813,24,78,1.11,0
24-07-2018,0.04,19.821,5.392,20.357,0,0,1325.231,0,0.5,24,78,1.94,0
24-07-2018,0.08,19.821,5.392,20.357,0,0,1325.231,0,0.5,23,83,1.11,0
24-07-2018,0.13,19.821,5.392,20.357,0,0,1325.231,0,0.813,23,83,1.53,0
24-07-2018,0.17,19.821,5.392,20.357,0,0,1325.231,0,0.813,23,83,1.11,0
24-07-2018,0.21,19.821,5.392,20.357,0,0,1325.231,0,0.813,23,83,2.92,0
24-07-2018,0.25,19.821,5.392,20.357,0.098,2.822,1325.231,68.02433333,0.656,23,83,2.5,17.64
24-07-2018,0.29,19.821,5.392,20.357,0.267,10.562,1325.231,260.2004597,0.708,23,83,2.04,135.24
24-07-2018,0.33,19.821,5.392,20.357,0.434,20.601,1325.231,500.8286667,0.813,23,83,1.11,602.28
24-07-2018,0.38,19.821,5.392,20.357,0.588,30.878,1325.231,709.0939333,0.656,25,71.5,3.47,2548.56
24-07-2018,0.42,19.821,5.392,20.357,0.719,41.009,1325.231,909.7614552,0.5,26,69,5,3498.6
24-07-2018,0.46,19.821,5.392,20.357,0.818,50.424,1325.231,1063.029155,0.813,26,69,4.44,4173.96
24-07-2018,0.5,19.821,5.392,20.357,0.877,58.098,1325.231,1124.138866,0.95,27,61,4.44,1678.32
24-07-2018,0.54,19.821,5.392,20.357,0.894,62.355,1325.231,1185.05828,0.813,28,62,3.89,5944.68
24-07-2018,0.58,19.821,5.392,20.357,0.866,61.708,1325.231,1185.05828,0.813,29,53,7.5,2229.36
24-07-2018,0.63,19.821,5.392,20.357,0.796,56.414,1325.231,1124.138866,0.5,25,74,10,845.88
24-07-2018,0.67,19.821,5.392,20.357,0.689,48.169,1325.231,1007.943541,0.5,25,74,11.11,2918.16
24-07-2018,0.71,19.821,5.392,20.357,0.551,38.501,1325.231,849.7116272,0.5,27,65,10,6880.44
24-07-2018,0.75,19.821,5.392,20.357,0.393,28.29,1325.231,643.1165253,0.5,27,61,10,4915.68
24-07-2018,0.79,19.821,5.392,20.357,0.224,18.04,1325.231,431.0713008,0.5,26.5,61,9.44,2012.64
24-07-2018,0.83,19.821,5.392,20.357,0.057,8.114,1325.231,197.3310938,0.5,26,61,8.89,378.84
24-07-2018,0.88,19.821,5.392,20.357,0,1.637,1325.231,27.46559868,0,25,61,5,25.2
24-07-2018,0.92,19.821,5.392,20.357,0,0,1325.231,0.042568421,0,24,65,5,0
24-07-2018,0.96,19.821,5.392,20.357,0,0,1325.231,0.042568421,0,24,65,5,0
25-07-2018,0,19.602,5.411,20.339,0,0,1325.53,0,0,23,69,3.89,0
25-07-2018,0.04,19.602,5.411,20.339,0,0,1325.53,0,0,23,69,5,0
25-07-2018,0.08,19.602,5.411,20.339,0,0,1325.53,0,0,23,69,5,0
25-07-2018,0.13,19.602,5.411,20.339,0,0,1325.53,0,0,22,69,5,0
25-07-2018,0.17,19.602,5.411,20.339,0,0,1325.53,0,0,22,69,4.44,0
25-07-2018,0.21,19.602,5.411,20.339,0,0,1325.53,0,0,21.5,71,4.44,0
25-07-2018,0.25,19.602,5.411,20.339,0.095,2.739,1325.53,68.02433333,0,21,73,5,90.72
25-07-2018,0.29,19.602,5.411,20.339,0.264,10.399,1325.53,260.2004597,0,21,78,5.56,671.16
25-07-2018,0.33,19.602,5.411,20.339,0.432,20.444,1325.53,500.8286667,0,24,63,6.94,2661.12
25-07-2018,0.38,19.602,5.411,20.339,0.586,30.722,1325.53,709.0939333,0,26.5,52.5,8.47,5591.04
25-07-2018,0.42,19.602,5.411,20.339,0.717,40.848,1325.53,909.7614552,0,28,48,10,8252.16
25-07-2018,0.46,19.602,5.411,20.339,0.816,50.248,1325.53,1007.943541,0,30,40,10,10193.4
25-07-2018,0.5,19.602,5.411,20.339,0.876,57.9,1325.53,1124.138866,0,31,35,10,11459.28
25-07-2018,0.54,19.602,5.411,20.339,0.892,62.141,1325.53,1185.05828,0,32,29,10,11972.52
25-07-2018,0.58,19.602,5.411,20.339,0.865,61.5,1325.53,1185.05828,0,32,29,10.56,11854.08
25-07-2018,0.63,19.602,5.411,20.339,0.795,56.231,1325.53,1124.138866,0,33,28.5,10.56,11145.12
25-07-2018,0.67,19.602,5.411,20.339,0.687,48.008,1325.53,1007.943541,0,32.75,27.5,10.83,9626.4
25-07-2018,0.71,19.602,5.411,20.339,0.549,38.353,1325.53,849.7116272,0,32.5,26.5,11.11,7459.2
25-07-2018,0.75,19.602,5.411,20.339,0.39,28.146,1325.53,643.1165253,0,33,28,10,4710.72
25-07-2018,0.79,19.602,5.411,20.339,0.222,17.894,1325.53,431.0713008,0,32,27,11.11,1889.16
25-07-2018,0.83,19.602,5.411,20.339,0.054,7.961,1325.53,197.3310938,0,31,31,8.06,420
25-07-2018,0.88,19.602,5.411,20.339,0,1.557,1325.53,27.46559868,0,29,36,7.08,22.68
25-07-2018,0.92,19.602,5.411,20.339,0,0,1325.53,0.53462,0,28,42,6.11,0
25-07-2018,0.96,19.602,5.411,20.339,0,0,1325.53,0.042568421,0,27,45,6.11,0
26-07-2018,0,19.378,5.43,20.32,0,0,1325.842,0,0,26,44,6.11,0
26-07-2018,0.04,19.378,5.43,20.32,0,0,1325.842,0,0,26,44,6.94,0
26-07-2018,0.08,19.378,5.43,20.32,0,0,1325.842,0,0,27,42,6.53,0
26-07-2018,0.13,19.378,5.43,20.32,0,0,1325.842,0,0,27,48,6.94,0
26-07-2018,0.17,19.378,5.43,20.32,0,0,1325.842,0,0,26.5,52.5,7.5,0
26-07-2018,0.21,19.378,5.43,20.32,0,0,1325.842,0,0.25,26,59,7.5,0
26-07-2018,0.25,19.378,5.43,20.32,0.093,2.654,1325.842,68.02433333,0,25,65,6.94,64.68
26-07-2018,0.29,19.378,5.43,20.32,0.262,10.234,1325.842,260.2004597,0.25,25.5,61,8.06,675.36
26-07-2018,0.33,19.378,5.43,20.32,0.429,20.285,1325.842,500.8286667,0.5,27,54,8.06,2609.04
26-07-2018,0.38,19.378,5.43,20.32,0.584,30.563,1325.842,709.0939333,0,29.5,42.5,8.89,5249.16
26-07-2018,0.42,19.378,5.43,20.32,0.715,40.683,1325.842,909.7614552,0,30,35,10,7826.28
26-07-2018,0.46,19.378,5.43,20.32,0.814,50.069,1325.842,1007.943541,0.5,32.5,27.5,10.56,9961.56
26-07-2018,0.5,19.378,5.43,20.32,0.874,57.699,1325.842,1124.138866,0,33,23,11.11,9718.8
26-07-2018,0.54,19.378,5.43,20.32,0.89,61.922,1325.842,1185.05828,0,33,23,11.11,11754.96
26-07-2018,0.58,19.378,5.43,20.32,0.863,61.286,1325.842,1185.05828,0,35,22,10,11428.2
26-07-2018,0.63,19.378,5.43,20.32,0.793,56.041,1325.842,1124.138866,0,33,25,10.97,8494.92
26-07-2018,0.67,19.378,5.43,20.32,0.685,47.841,1325.842,1007.943541,0,34,21,10,8318.52
26-07-2018,0.71,19.378,5.43,20.32,0.547,38.199,1325.842,849.7116272,0,33,24,10,3309.6
26-07-2018,0.75,19.378,5.43,20.32,0.388,27.997,1325.842,643.1165253,0.5,32,27,8.89,1900.08
26-07-2018,0.79,19.378,5.43,20.32,0.219,17.742,1325.842,431.0713008,0.708,31.33,29,8.61,1458.24
26-07-2018,0.83,19.378,5.43,20.32,0.051,7.801,1325.842,197.3310938,0.813,31,30,8.47,653.52
26-07-2018,0.88,19.378,5.43,20.32,0,1.475,1325.842,27.46559868,0.5,29.5,32,6.94,16.8
26-07-2018,0.92,19.378,5.43,20.32,0,0,1325.842,0.53462,0.5,29,30,6.11,0
26-07-2018,0.96,19.378,5.43,20.32,0,0,1325.842,0.53462,0.5,28,30,6.11,0
27-07-2018,0,19.148,5.45,20.301,0,0,1326.166,0,0.5,28,31,6.53,0
27-07-2018,0.04,19.148,5.45,20.301,0,0,1326.166,0,0.5,28,31,6.53,0
27-07-2018,0.08,19.148,5.45,20.301,0,0,1326.166,0,0,27,37,6.11,0
27-07-2018,0.13,19.148,5.45,20.301,0,0,1326.166,0,0.5,27,39,6.11,0
27-07-2018,0.17,19.148,5.45,20.301,0,0,1326.166,0,0.5,27,39,6.11,0
27-07-2018,0.21,19.148,5.45,20.301,0,0,1326.166,0,0.5,26,44,6.11,0
27-07-2018,0.25,19.148,5.45,20.301,0.09,2.568,1326.166,68.02433333,0.5,25,52,4.44,84.84
27-07-2018,0.29,19.148,5.45,20.301,0.259,10.066,1326.166,228.7156613,0.5,24.5,61,4.44,865.2
27-07-2018,0.33,19.148,5.45,20.301,0.427,20.123,1326.166,447.9670187,0.5,26.5,59.5,5,1821.12
27-07-2018,0.38,19.148,5.45,20.301,0.581,30.402,1326.166,709.0939333,0,29,49,7.08,5937.12
27-07-2018,0.42,19.148,5.45,20.301,0.713,40.516,1326.166,909.7614552,0,31,38,6.94,6336.96
27-07-2018,0.46,19.148,5.45,20.301,0.812,49.886,1326.166,1007.943541,0,33,28,8.06,8169
27-07-2018,0.5,19.148,5.45,20.301,0.872,57.492,1326.166,1124.138866,0,35,25,6.94,10035.48
27-07-2018,0.54,19.148,5.45,20.301,0.889,61.697,1326.166,1185.05828,0,35.5,21.5,6.94,11546.64
27-07-2018,0.58,19.148,5.45,20.301,0.861,61.066,1326.166,1185.05828,0,36,18,6.94,11332.44
27-07-2018,0.63,19.148,5.45,20.301,0.791,55.844,1326.166,1124.138866,0,37,17,6.94,9833.88
27-07-2018,0.67,19.148,5.45,20.301,0.683,47.668,1326.166,1007.943541,0,36,16,6.94,9418.92
27-07-2018,0.71,19.148,5.45,20.301,0.545,38.039,1326.166,849.7116272,0,36,15,6.94,7168.56
27-07-2018,0.75,19.148,5.45,20.301,0.386,27.841,1326.166,643.1165253,0,36,15,6.94,4528.44
27-07-2018,0.79,19.148,5.45,20.301,0.216,17.585,1326.166,431.0713008,0,35,18.5,6.53,1817.76
27-07-2018,0.83,19.148,5.45,20.301,0.048,7.635,1326.166,197.3310938,0,33.5,25,6.11,390.6
27-07-2018,0.88,19.148,5.45,20.301,0,1.39,1326.166,27.46559868,0,30,40,3.06,20.16
27-07-2018,0.92,19.148,5.45,20.301,0,0,1326.166,0.042568421,0,28.5,45,1.94,0
27-07-2018,0.96,19.148,5.45,20.301,0,0,1326.166,0.042568421,0,28,48,1.94,0
28-07-2018,0,18.912,5.47,20.281,0,0,1326.502,0,0,26,55.5,2.5,0
28-07-2018,0.04,18.912,5.47,20.281,0,0,1326.502,0,0,27,51,3.06,0
28-07-2018,0.08,18.912,5.47,20.281,0,0,1326.502,0,0,26,45.5,4.44,0
28-07-2018,0.13,18.912,5.47,20.281,0,0,1326.502,0,0,25,47,5,0
28-07-2018,0.17,18.912,5.47,20.281,0,0,1326.502,0,0,25,47,5,0
28-07-2018,0.21,18.912,5.47,20.281,0,0,1326.502,0,0,24,44,5,0
28-07-2018,0.25,18.912,5.47,20.281,0.086,2.48,1326.502,50.46155682,0,24,41,6.11,62.16
28-07-2018,0.29,18.912,5.47,20.281,0.256,9.895,1326.502,228.7156613,0,24.5,40,5.56,1007.16
28-07-2018,0.33,18.912,5.47,20.281,0.424,19.959,1326.502,447.9670187,0,25,41,5,2189.88
28-07-2018,0.38,18.912,5.47,20.281,0.579,30.239,1326.502,709.0939333,0,26,44,6.11,2941.68
28-07-2018,0.42,18.912,5.47,20.281,0.711,40.346,1326.502,849.7116272,0,29,40,5,3614.52
28-07-2018,0.46,18.912,5.47,20.281,0.81,49.7,1326.502,1007.943541,0.5,32,33,6.94,1990.8
28-07-2018,0.5,18.912,5.47,20.281,0.87,57.282,1326.502,1124.138866,0,33,29,6.94,6478.08
28-07-2018,0.54,18.912,5.47,20.281,0.887,61.468,1326.502,1185.05828,0,36,25,6.94,11676.84
28-07-2018,0.58,18.912,5.47,20.281,0.859,60.84,1326.502,1185.05828,0.5,36.5,22.5,8.06,11202.24
28-07-2018,0.63,18.912,5.47,20.281,0.789,55.641,1326.502,1124.138866,0.813,34,32,6.94,6409.2
28-07-2018,0.67,18.912,5.47,20.281,0.681,47.488,1326.502,1007.943541,0.708,34.33,29.33,8.24,4189.92
28-07-2018,0.71,18.912,5.47,20.281,0.542,37.873,1326.502,849.7116272,0.656,34.5,28,8.89,7645.68
28-07-2018,0.75,18.912,5.47,20.281,0.383,27.68,1326.502,643.1165253,0.5,34,25,8.47,4438.56
28-07-2018,0.79,18.912,5.47,20.281,0.213,17.421,1326.502,403.0330625,0,32,33,6.94,1874.04
28-07-2018,0.83,18.912,5.47,20.281,0.045,7.464,1326.502,164.3724846,0,31,40,6.94,383.88
28-07-2018,0.88,18.912,5.47,20.281,0,1.302,1326.502,27.46559868,0,29.5,46.5,4.03,16.8
28-07-2018,0.92,18.912,5.47,20.281,0,0,1326.502,0.042568421,0,28,51,3.06,0
28-07-2018,0.96,18.912,5.47,20.281,0,0,1326.502,0.042568421,0.25,27,52.5,3.89,0
29-07-2018,0,18.67,5.49,20.261,0,0,1326.85,0,0,27,48,3.47,0
29-07-2018,0.04,18.67,5.49,20.261,0,0,1326.85,0,0.5,26,47,3.89,0
29-07-2018,0.08,18.67,5.49,20.261,0,0,1326.85,0,0.813,26,44,4.44,0
29-07-2018,0.13,18.67,5.49,20.261,0,0,1326.85,0,0.813,26,43,5,0
29-07-2018,0.17,18.67,5.49,20.261,0,0,1326.85,0,0.813,25.5,44.5,5,0
29-07-2018,0.21,18.67,5.49,20.261,0,0,1326.85,0,0.813,26,47,6.94,0
29-07-2018,0.25,18.67,5.49,20.261,0.083,2.391,1326.85,50.46155682,0.5,26,51,6.11,36.12
29-07-2018,0.29,18.67,5.49,20.261,0.253,9.722,1326.85,228.7156613,0.5,25.5,54,5,506.52
29-07-2018,0.33,18.67,5.49,20.261,0.421,19.792,1326.85,447.9670187,0.5,26,59,4.44,1585.92
29-07-2018,0.38,18.67,5.49,20.261,0.577,30.073,1326.85,709.0939333,0.5,28.5,51.5,5,4826.64
29-07-2018,0.42,18.67,5.49,20.261,0.709,40.173,1326.85,849.7116272,0.5,31,43,6.11,4966.08
29-07-2018,0.46,18.67,5.49,20.261,0.808,49.511,1326.85,1007.943541,0.25,33.5,34,5.56,4806.48
29-07-2018,0.5,18.67,5.49,20.261,0.868,57.068,1326.85,1124.138866,0.333,34,29.33,6.02,7134.12
29-07-2018,0.54,18.67,5.49,20.261,0.885,61.233,1326.85,1185.05828,0.5,35,20,6.94,10002.72
29-07-2018,0.58,18.67,5.49,20.261,0.857,60.608,1326.85,1185.05828,0.5,35.33,17.67,7.96,9165.24
29-07-2018,0.63,18.67,5.49,20.261,0.787,55.432,1326.85,1124.138866,0.5,35.5,16.5,8.47,9555
29-07-2018,0.67,18.67,5.49,20.261,0.679,47.302,1326.85,1007.943541,0.5,36,17.5,8.89,6058.08
29-07-2018,0.71,18.67,5.49,20.261,0.54,37.701,1326.85,849.7116272,0.813,35,21.5,6.53,3193.68
29-07-2018,0.75,18.67,5.49,20.261,0.38,27.512,1326.85,643.1165253,0.813,34,26,6.53,1953.84
29-07-2018,0.79,18.67,5.49,20.261,0.211,17.251,1326.85,403.0330625,0.813,34,21,5,1201.2
29-07-2018,0.83,18.67,5.49,20.261,0.042,7.287,1326.85,164.3724846,0.95,33,23,5,419.16
29-07-2018,0.88,18.67,5.49,20.261,0,1.211,1326.85,27.46559868,0.5,30,45,5,5.04
29-07-2018,0.92,18.67,5.49,20.261,0,0,1326.85,0.53462,0.5,29.33,42.33,4.26,0
29-07-2018,0.96,18.67,5.49,20.261,0,0,1326.85,0.53462,0.5,29,41,3.89,0
30-07-2018,0,18.423,5.51,20.24,0,0,1327.21,0,0.5,28,39,3.89,0
30-07-2018,0.04,18.423,5.51,20.24,0,0,1327.21,0,0.5,27,42,3.89,0
30-07-2018,0.08,18.423,5.51,20.24,0,0,1327.21,0,0.5,26,39,3.89,0
30-07-2018,0.13,18.423,5.51,20.24,0,0,1327.21,0,0.5,26.5,34,5,0
30-07-2018,0.17,18.423,5.51,20.24,0,0,1327.21,0,0.5,27.5,29,8.47,0
30-07-2018,0.21,18.423,5.51,20.24,0,0,1327.21,0,0.5,27,30,8.06,0
30-07-2018,0.25,18.423,5.51,20.24,0.08,2.302,1327.21,50.46155682,0,26.5,33,7.5,36.12
30-07-2018,0.29,18.423,5.51,20.24,0.25,9.547,1327.21,228.7156613,0,25,41,6.11,740.04
30-07-2018,0.33,18.423,5.51,20.24,0.419,19.624,1327.21,447.9670187,0.5,25,47,5,2642.64
30-07-2018,0.38,18.423,5.51,20.24,0.574,29.905,1327.21,668.7372283,0,27,48,5,4518.36
30-07-2018,0.42,18.423,5.51,20.24,0.706,39.997,1327.21,849.7116272,0,30.5,44,8.06,7776.72
30-07-2018,0.46,18.423,5.51,20.24,0.806,49.318,1327.21,1007.943541,0,33,39.5,6.53,9689.4
30-07-2018,0.5,18.423,5.51,20.24,0.866,56.849,1327.21,1124.138866,0,33,38,6.11,7638.12
30-07-2018,0.54,18.423,5.51,20.24,0.883,60.993,1327.21,1185.05828,0.5,37,25,3.89,8689.8
30-07-2018,0.58,18.423,5.51,20.24,0.855,60.37,1327.21,1185.05828,0.5,37,21,5,7117.32
30-07-2018,0.63,18.423,5.51,20.24,0.785,55.217,1327.21,1124.138866,0.5,37,17,6.11,9342.48
30-07-2018,0.67,18.423,5.51,20.24,0.676,47.109,1327.21,1007.943541,0.5,36,18,6.94,2734.2
30-07-2018,0.71,18.423,5.51,20.24,0.537,37.523,1327.21,849.7116272,0.5,37,13,6.94,4227.72
30-07-2018,0.75,18.423,5.51,20.24,0.377,27.339,1327.21,643.1165253,0.5,36,15,6.11,3513.72
30-07-2018,0.79,18.423,5.51,20.24,0.207,17.076,1327.21,403.0330625,0.5,34,30,5,675.36
30-07-2018,0.83,18.423,5.51,20.24,0.039,7.104,1327.21,164.3724846,0.5,32,36,3.89,47.04
30-07-2018,0.88,18.423,5.51,20.24,0,1.117,1327.21,27.46559868,0.5,31,35,4.44,0
30-07-2018,0.92,18.423,5.51,20.24,0,0,1327.21,0.53462,0.5,29,42,3.89,0
30-07-2018,0.96,18.423,5.51,20.24,0,0,1327.21,0.53462,0.813,30,37,6.11,0
31-07-2018,0,18.171,5.531,20.219,0,0,1327.582,0,0.813,29,48,3.89,0
31-07-2018,0.04,18.171,5.531,20.219,0,0,1327.582,0,0.813,28,51,3.89,0
31-07-2018,0.08,18.171,5.531,20.219,0,0,1327.582,0,0.813,28,45,5.97,0
31-07-2018,0.13,18.171,5.531,20.219,0,0,1327.582,0,0.5,28,40.5,5.56,0
31-07-2018,0.17,18.171,5.531,20.219,0,0,1327.582,0,0.5,26.5,48,3.89,0
31-07-2018,0.21,18.171,5.531,20.219,0,0,1327.582,0,0.5,27,39.5,5,0
31-07-2018,0.25,18.171,5.531,20.219,0.077,2.21,1327.582,50.46155682,0.5,27,37,5.97,52.08
31-07-2018,0.29,18.171,5.531,20.219,0.247,9.37,1327.582,228.7156613,0.5,26,39,6.11,575.4
31-07-2018,0.33,18.171,5.531,20.219,0.416,19.453,1327.582,447.9670187,0.5,27,39,6.94,1792.56
31-07-2018,0.38,18.171,5.531,20.219,0.572,29.734,1327.582,668.7372283,0.5,27,39,8.06,4725
31-07-2018,0.42,18.171,5.531,20.219,0.704,39.819,1327.582,849.7116272,0.5,30,33,6.94,8228.64
31-07-2018,0.46,18.171,5.531,20.219,0.804,49.122,1327.582,1007.943541,0.5,31,31,8.06,10088.4
31-07-2018,0.5,18.171,5.531,20.219,0.864,56.626,1327.582,1124.138866,0.5,33,28,6.94,11309.76
31-07-2018,0.54,18.171,5.531,20.219,0.881,60.747,1327.582,1185.05828,0,34.5,23.5,8.47,11639.88
31-07-2018,0.58,18.171,5.531,20.219,0.853,60.126,1327.582,1185.05828,0,35,25,8.06,11637.36
31-07-2018,0.63,18.171,5.531,20.219,0.782,54.995,1327.582,1124.138866,0,36,23,8.06,10914.96
31-07-2018,0.67,18.171,5.531,20.219,0.674,46.911,1327.582,1007.943541,0,36,22,10,9418.92
31-07-2018,0.71,18.171,5.531,20.219,0.535,37.339,1327.582,799.5183162,0,36,18.5,9.44,7268.52
31-07-2018,0.75,18.171,5.531,20.219,0.375,27.16,1327.582,615.7105922,0,35.5,18.5,9.72,4558.68
31-07-2018,0.79,18.171,5.531,20.219,0.204,16.895,1327.582,403.0330625,0,35,18.5,10,1739.64
31-07-2018,0.83,18.171,5.531,20.219,0.036,6.916,1327.582,164.3724846,0,33,24,6.11,319.2
31-07-2018,0.88,18.171,5.531,20.219,0,1.02,1327.582,27.46559868,0,31,31,3.06,11.76
31-07-2018,0.92,18.171,5.531,20.219,0,0,1327.582,0.53462,0,30,33,3.06,0
