Date dd.mm.yyy,Time hh:mm,"Solar declination angle, deg.","Sunrise time, h","Sunset time, h",Solar zenith angle cosine,"Solar altitude angle, deg.","Solar constant, Wh/m2","Cloudiness, fact, p.u.","Temperature, fact, ˚С","Humidity, fact, %","Wind speed, fact, m/s","Solar irradiation at the boarder of the atmosphere, Wh/m2"
11-12-2017,0.58,-23.12,8.43,16.878,0.311,19.218,1409.464,0.95,5,70,5,468.831
11-12-2017,0.63,-23.12,8.43,16.878,0.234,15.823,1409.464,0.95,5,76,3.47,388.509
11-12-2017,0.67,-23.12,8.43,16.878,0.122,10.261,1409.464,0.95,5,76,3.06,254.398
11-12-2017,0.71,-23.12,8.43,16.878,0,3.495,1409.464,0.95,5,76,3.06,87.921
11-12-2017,0.75,-23.12,8.43,16.878,0,0,1409.464,0.813,4.5,78.5,2.5,0
11-12-2017,0.79,-23.12,8.43,16.878,0,0,1409.464,1,4,81,2.5,0
11-12-2017,0.83,-23.12,8.43,16.878,0,0,1409.464,0.975,4,87,1.94,0
11-12-2017,0.88,-23.12,8.43,16.878,0,0,1409.464,1,3,100,0,0
11-12-2017,0.92,-23.12,8.43,16.878,0,0,1409.464,0.95,3,100,0,0
11-12-2017,0.96,-23.12,8.43,16.878,0,0,1409.464,0.95,3.5,96.5,1.53,0
12-12-2017,0,-23.184,8.443,16.879,0,0,1409.72,0.95,4,93,2.5,0
12-12-2017,0.04,-23.184,8.443,16.879,0,0,1409.72,0.95,3.5,93,1.53,0
12-12-2017,0.08,-23.184,8.443,16.879,0,0,1409.72,0.881,3,96.5,1.11,0
12-12-2017,0.13,-23.184,8.443,16.879,0,0,1409.72,0.881,3,93,0.56,0
12-12-2017,0.17,-23.184,8.443,16.879,0,0,1409.72,0.95,1,100,1.11,0
12-12-2017,0.21,-23.184,8.443,16.879,0,0,1409.72,0.95,1.5,100,0.56,0
12-12-2017,0.25,-23.184,8.443,16.879,0,0,1409.72,0.95,1,100,1.94,0
12-12-2017,0.29,-23.184,8.443,16.879,0,0,1409.72,0.95,0.5,100,0.56,0
12-12-2017,0.33,-23.184,8.443,16.879,0,0,1409.72,0.95,0,100,0.97,0
12-12-2017,0.38,-23.184,8.443,16.879,0.079,2.273,1409.72,0.95,1,100,1.94,56.69
12-12-2017,0.42,-23.184,8.443,16.879,0.201,8.075,1409.72,0.95,1,100,0,201.089
12-12-2017,0.46,-23.184,8.443,16.879,0.29,14.226,1409.72,0.95,1.5,100,1.11,350.363
12-12-2017,0.5,-23.184,8.443,16.879,0.339,18.344,1409.72,0.881,4,100,0,448.372
12-12-2017,0.54,-23.184,8.443,16.879,0.346,20.052,1409.72,0.813,5.5,78.5,2.08,488.435
12-12-2017,0.58,-23.184,8.443,16.879,0.31,19.171,1409.72,0.813,6,70,2.5,467.824
12-12-2017,0.63,-23.184,8.443,16.879,0.234,15.795,1409.72,0.813,6,70,1.94,387.941
12-12-2017,0.67,-23.184,8.443,16.879,0.122,10.252,1409.72,0.813,7,61,0.97,254.233
12-12-2017,0.71,-23.184,8.443,16.879,0,3.495,1409.72,0.813,6.5,63.5,1.94,87.94
12-12-2017,0.75,-23.184,8.443,16.879,0,0,1409.72,0.813,5,70,1.11,0
12-12-2017,0.79,-23.184,8.443,16.879,0,0,1409.72,0.813,4,75,0,0
12-12-2017,0.83,-23.184,8.443,16.879,0,0,1409.72,0.813,3.5,78,1.53,0
12-12-2017,0.88,-23.184,8.443,16.879,0,0,1409.72,0.813,3,81,1.94,0
12-12-2017,0.92,-23.184,8.443,16.879,0,0,1409.72,0.813,3,81,1.11,0
12-12-2017,0.96,-23.184,8.443,16.879,0,0,1409.72,0.95,2,87,1.94,0
13-12-2017,0,-23.242,8.455,16.881,0,0,1409.963,0.95,1.5,93,1.94,0
13-12-2017,0.04,-23.242,8.455,16.881,0,0,1409.963,0.95,2,93,2.08,0
13-12-2017,0.08,-23.242,8.455,16.881,0,0,1409.963,0.95,1,96.5,1.94,0
13-12-2017,0.13,-23.242,8.455,16.881,0,0,1409.963,0.95,1,93,2.5,0
13-12-2017,0.17,-23.242,8.455,16.881,0,0,1409.963,0.95,1,100,3.06,0
13-12-2017,0.21,-23.242,8.455,16.881,0,0,1409.963,0.95,1,100,1.94,0
13-12-2017,0.25,-23.242,8.455,16.881,0,0,1409.963,0.95,1,100,3.06,0
13-12-2017,0.29,-23.242,8.455,16.881,0,0,1409.963,0.95,1,100,3.47,0
13-12-2017,0.33,-23.242,8.455,16.881,0,0,1409.963,0.95,1,100,2.5,0
13-12-2017,0.38,-23.242,8.455,16.881,0.077,2.221,1409.963,0.95,1,100,3.06,55.38
13-12-2017,0.42,-23.242,8.455,16.881,0.199,7.974,1409.963,0.881,1,100,3.06,198.666
13-12-2017,0.46,-23.242,8.455,16.881,0.288,14.135,1409.963,0.95,2,100,3.06,348.245
13-12-2017,0.5,-23.242,8.455,16.881,0.338,18.266,1409.963,0.95,3,96.5,3.06,446.634
13-12-2017,0.54,-23.242,8.455,16.881,0.346,19.992,1409.963,0.95,4,95.33,3.33,487.129
13-12-2017,0.58,-23.242,8.455,16.881,0.31,19.131,1409.963,0.95,6,93,3.89,466.969
13-12-2017,0.63,-23.242,8.455,16.881,0.233,15.775,1409.963,0.881,7.5,90,5,387.528
13-12-2017,0.67,-23.242,8.455,16.881,0.122,10.249,1409.963,0.813,8,84,5,254.22
13-12-2017,0.71,-23.242,8.455,16.881,0,3.498,1409.963,0.813,8,73.5,5,88.039
13-12-2017,0.75,-23.242,8.455,16.881,0,0,1409.963,0.813,6,76,3.89,0
13-12-2017,0.79,-23.242,8.455,16.881,0,0,1409.963,0.813,6,81,5,0
13-12-2017,0.83,-23.242,8.455,16.881,0,0,1409.963,0.813,4,93,5.56,0
13-12-2017,0.88,-23.242,8.455,16.881,0,0,1409.963,0.5,4,93,5,0
13-12-2017,0.92,-23.242,8.455,16.881,0,0,1409.963,0.5,3,93,5.56,0
13-12-2017,0.96,-23.242,8.455,16.881,0,0,1409.963,0.5,3.5,87,6.11,0
14-12-2017,0,-23.292,8.468,16.884,0,0,1410.193,0.656,2,84,6.11,0
14-12-2017,0.04,-23.292,8.468,16.884,0,0,1410.193,0.5,2,81,6.11,0
14-12-2017,0.08,-23.292,8.468,16.884,0,0,1410.193,0.25,0.5,90,5.56,0
14-12-2017,0.13,-23.292,8.468,16.884,0,0,1410.193,0,-1,100,3.89,0
14-12-2017,0.17,-23.292,8.468,16.884,0,0,1410.193,0,-1,93,4.44,0
14-12-2017,0.21,-23.292,8.468,16.884,0,0,1410.193,0.5,-1,93,5,0
14-12-2017,0.25,-23.292,8.468,16.884,0,0,1410.193,0.5,-1,93,6.11,0
14-12-2017,0.29,-23.292,8.468,16.884,0,0,1410.193,0.5,-1,93,6.11,0
14-12-2017,0.33,-23.292,8.468,16.884,0,0,1410.193,0.5,-1,93,6.11,0
14-12-2017,0.38,-23.292,8.468,16.884,0.076,2.171,1410.193,0.5,-2,100,5.56,54.134
14-12-2017,0.42,-23.292,8.468,16.884,0.198,7.879,1410.193,0.5,-1,96.5,6.94,196.369
14-12-2017,0.46,-23.292,8.468,16.884,0.287,14.049,1410.193,0.813,0,93,6.94,346.263
14-12-2017,0.5,-23.292,8.468,16.884,0.337,18.195,1410.193,0.813,1,81,8.06,445.041
14-12-2017,0.54,-23.292,8.468,16.884,0.345,19.938,1410.193,0.406,2,72.5,8.89,485.972
14-12-2017,0.58,-23.292,8.468,16.884,0.309,19.097,1410.193,0.95,2,67.5,8.06,466.267
14-12-2017,0.63,-23.292,8.468,16.884,0.233,15.761,1410.193,0.95,2,62.5,8.06,387.268
14-12-2017,0.67,-23.292,8.468,16.884,0.122,10.253,1410.193,0.95,2,60,8.06,254.36
14-12-2017,0.71,-23.292,8.468,16.884,0,3.504,1410.193,0.475,0,66.5,8.06,88.216
14-12-2017,0.75,-23.292,8.468,16.884,0,0,1410.193,0.95,-1.5,77.5,8.89,0
14-12-2017,0.79,-23.292,8.468,16.884,0,0,1410.193,0.881,-2,83,8.47,0
14-12-2017,0.83,-23.292,8.468,16.884,0,0,1410.193,0.813,-2,80,6.94,0
14-12-2017,0.88,-23.292,8.468,16.884,0,0,1410.193,0.556,-2,80,8.06,0
14-12-2017,0.92,-23.292,8.468,16.884,0,0,1410.193,0.5,-2,80,6.94,0
14-12-2017,0.96,-23.292,8.468,16.884,0,0,1410.193,0.5,-3,86,6.11,0
15-12-2017,0,-23.335,8.479,16.888,0,0,1410.411,0.5,-3,86,6.11,0
15-12-2017,0.04,-23.335,8.479,16.888,0,0,1410.411,0.5,-3,86,6.53,0
15-12-2017,0.08,-23.335,8.479,16.888,0,0,1410.411,0.656,-2.5,89.5,6.53,0
15-12-2017,0.13,-23.335,8.479,16.888,0,0,1410.411,0.5,-1,86,8.47,0
15-12-2017,0.17,-23.335,8.479,16.888,0,0,1410.411,0.656,-1,86,7.5,0
15-12-2017,0.21,-23.335,8.479,16.888,0,0,1410.411,0.5,-1,86,8.06,0
15-12-2017,0.25,-23.335,8.479,16.888,0,0,1410.411,0.5,-1,83,7.5,0
15-12-2017,0.29,-23.335,8.479,16.888,0,0,1410.411,0.5,-1,80,6.53,0
15-12-2017,0.33,-23.335,8.479,16.888,0,0,1410.411,0.656,-1,80,6.53,0
15-12-2017,0.38,-23.335,8.479,16.888,0.074,2.124,1410.411,0.5,-1,83,7.5,52.952
15-12-2017,0.42,-23.335,8.479,16.888,0.196,7.789,1410.411,0.656,-0.5,83,7.5,194.202
15-12-2017,0.46,-23.335,8.479,16.888,0.286,13.97,1410.411,0.5,0,83.5,6.94,344.418
15-12-2017,0.5,-23.335,8.479,16.888,0.336,18.131,1410.411,0.5,0,87,6.94,443.592
15-12-2017,0.54,-23.335,8.479,16.888,0.344,19.892,1410.411,0.5,0.5,81,8.89,484.965
15-12-2017,0.58,-23.335,8.479,16.888,0.309,19.07,1410.411,0.5,1,78,8.06,465.718
15-12-2017,0.63,-23.335,8.479,16.888,0.233,15.754,1410.411,0.5,2,75,8.06,387.162
15-12-2017,0.67,-23.335,8.479,16.888,0.122,10.263,1410.411,0.5,2,70,8.06,254.651
15-12-2017,0.71,-23.335,8.479,16.888,0,3.513,1410.411,0.5,1.5,67.5,6.53,88.473
15-12-2017,0.75,-23.335,8.479,16.888,0,0,1410.411,0.5,-0.5,74.5,5.97,0
15-12-2017,0.79,-23.335,8.479,16.888,0,0,1410.411,0.5,-2,83,5.56,0
15-12-2017,0.83,-23.335,8.479,16.888,0,0,1410.411,0.5,-2.5,89.5,6.11,0
15-12-2017,0.88,-23.335,8.479,16.888,0,0,1410.411,0.5,-3,93,4.44,0
15-12-2017,0.92,-23.335,8.479,16.888,0,0,1410.411,0.656,-3,93,3.89,0
15-12-2017,0.96,-23.335,8.479,16.888,0,0,1410.411,0.25,-3,93,5,0
16-12-2017,0,-23.372,8.49,16.892,0,0,1410.615,0.813,-3,96.5,4.44,0
16-12-2017,0.04,-23.372,8.49,16.892,0,0,1410.615,0.813,-2,86,5,0
16-12-2017,0.08,-23.372,8.49,16.892,0,0,1410.615,0.813,-2,86,5,0
16-12-2017,0.13,-23.372,8.49,16.892,0,0,1410.615,0.813,-2,93,6.94,0
16-12-2017,0.17,-23.372,8.49,16.892,0,0,1410.615,0.813,-2,93,6.11,0
16-12-2017,0.21,-23.372,8.49,16.892,0,0,1410.615,0.813,-1,86,5.97,0
16-12-2017,0.25,-23.372,8.49,16.892,0,0,1410.615,0.95,-1,86,2.92,0
16-12-2017,0.29,-23.372,8.49,16.892,0,0,1410.615,0.95,-1,86,4.44,0
16-12-2017,0.33,-23.372,8.49,16.892,0,0,1410.615,0.95,-1,86,5,0
16-12-2017,0.38,-23.372,8.49,16.892,0.073,2.08,1410.615,0.95,-1,86,5,51.835
16-12-2017,0.42,-23.372,8.49,16.892,0.195,7.704,1410.615,0.95,-0.5,83,5,192.164
16-12-2017,0.46,-23.372,8.49,16.892,0.285,13.897,1410.615,0.813,0,80,5,342.711
16-12-2017,0.5,-23.372,8.49,16.892,0.335,18.072,1410.615,0.5,0,80,5,442.288
16-12-2017,0.54,-23.372,8.49,16.892,0.344,19.852,1410.615,0.5,1,75,5.56,484.109
16-12-2017,0.58,-23.372,8.49,16.892,0.309,19.05,1410.615,0.5,2,70,6.11,465.323
16-12-2017,0.63,-23.372,8.49,16.892,0.234,15.753,1410.615,0.25,3,65,6.11,387.21
16-12-2017,0.67,-23.372,8.49,16.892,0.123,10.279,1410.615,0,3,65,6.11,255.094
16-12-2017,0.71,-23.372,8.49,16.892,0,3.525,1410.615,0,3,65,6.11,88.807
16-12-2017,0.75,-23.372,8.49,16.892,0,0,1410.615,0,0.5,69.5,5,0
16-12-2017,0.79,-23.372,8.49,16.892,0,0,1410.615,0,-1.5,80.5,5,0
16-12-2017,0.83,-23.372,8.49,16.892,0,0,1410.615,0,-2.5,89.5,5,0
16-12-2017,0.88,-23.372,8.49,16.892,0,0,1410.615,0,-3,96.5,5,0
16-12-2017,0.92,-23.372,8.49,16.892,0,0,1410.615,0,-2,93,5.56,0
16-12-2017,0.96,-23.372,8.49,16.892,0,0,1410.615,0,-2.5,96.5,5,0
17-12-2017,0,-23.401,8.5,16.897,0,0,1410.807,0,-3.5,96.5,3.47,0
17-12-2017,0.04,-23.401,8.5,16.897,0,0,1410.807,0,-3.5,96.5,4.44,0
17-12-2017,0.08,-23.401,8.5,16.897,0,0,1410.807,0,-4,100,3.89,0
17-12-2017,0.13,-23.401,8.5,16.897,0,0,1410.807,0,-3,93,5,0
17-12-2017,0.17,-23.401,8.5,16.897,0,0,1410.807,0,-3,93,5.56,0
17-12-2017,0.21,-23.401,8.5,16.897,0,0,1410.807,0,-3,93,5,0
17-12-2017,0.25,-23.401,8.5,16.897,0,0,1410.807,0,-4,100,3.89,0
17-12-2017,0.29,-23.401,8.5,16.897,0,0,1410.807,0,-3,93,4.44,0
17-12-2017,0.33,-23.401,8.5,16.897,0,0,1410.807,0,-3.5,96.5,4.44,0
17-12-2017,0.38,-23.401,8.5,16.897,0.071,2.038,1410.807,0,-4,100,4.44,50.784
17-12-2017,0.42,-23.401,8.5,16.897,0.194,7.625,1410.807,0,-3,100,5,190.257
17-12-2017,0.46,-23.401,8.5,16.897,0.284,13.83,1410.807,0,-1.5,93,5.56,341.144
17-12-2017,0.5,-23.401,8.5,16.897,0.335,18.021,1410.807,0,0,87,6.11,441.131
17-12-2017,0.54,-23.401,8.5,16.897,0.343,19.819,1410.807,0,2.5,70,6.94,483.403
17-12-2017,0.58,-23.401,8.5,16.897,0.309,19.037,1410.807,0,4.5,57,6.94,465.08
17-12-2017,0.63,-23.401,8.5,16.897,0.234,15.759,1410.807,0,5,49,7.5,387.411
17-12-2017,0.67,-23.401,8.5,16.897,0.123,10.302,1410.807,0,4,52,6.94,255.688
17-12-2017,0.71,-23.401,8.5,16.897,0,3.54,1410.807,0,2.5,60.5,6.53,89.219
17-12-2017,0.75,-23.401,8.5,16.897,0,0,1410.807,0,0.5,67,6.11,0
17-12-2017,0.79,-23.401,8.5,16.897,0,0,1410.807,0,-1.5,77.5,5.56,0
17-12-2017,0.83,-23.401,8.5,16.897,0,0,1410.807,0,-3,86,5,0
17-12-2017,0.88,-23.401,8.5,16.897,0,0,1410.807,0,-4,100,3.89,0
17-12-2017,0.92,-23.401,8.5,16.897,0,0,1410.807,0,-4,100,5,0
17-12-2017,0.96,-23.401,8.5,16.897,0,0,1410.807,0,-4,100,3.89,0
18-12-2017,0,-23.424,8.51,16.902,0,0,1410.986,0,-4,100,5,0
18-12-2017,0.04,-23.424,8.51,16.902,0,0,1410.986,0,-3.5,96.5,5.56,0
18-12-2017,0.08,-23.424,8.51,16.902,0,0,1410.986,0,-3,93,6.11,0
18-12-2017,0.13,-23.424,8.51,16.902,0,0,1410.986,0,-3.5,96.5,4.44,0
18-12-2017,0.17,-23.424,8.51,16.902,0,0,1410.986,0,-3.5,93,3.89,0
18-12-2017,0.21,-23.424,8.51,16.902,0,0,1410.986,0,-3,93,5,0
18-12-2017,0.25,-23.424,8.51,16.902,0,0,1410.986,0,-3,93,5,0
18-12-2017,0.29,-23.424,8.51,16.902,0,0,1410.986,0,-3,86,5,0
18-12-2017,0.33,-23.424,8.51,16.902,0,0,1410.986,0,-4,96.5,5,0
18-12-2017,0.38,-23.424,8.51,16.902,0.07,1.998,1410.986,0,-4,93,3.89,49.799
18-12-2017,0.42,-23.424,8.51,16.902,0.193,7.552,1410.986,0,-3.5,93,5,188.484
18-12-2017,0.46,-23.424,8.51,16.902,0.283,13.769,1410.986,0,-1,83,6.94,339.718
18-12-2017,0.5,-23.424,8.51,16.902,0.334,17.975,1410.986,0,0.5,77.5,8.06,440.121
18-12-2017,0.54,-23.424,8.51,16.902,0.343,19.792,1410.986,0,2.5,67.5,8.06,482.849
18-12-2017,0.58,-23.424,8.51,16.902,0.309,19.031,1410.986,0,4,56,6.94,464.991
18-12-2017,0.63,-23.424,8.51,16.902,0.234,15.772,1410.986,0,4,52,8.06,387.764
18-12-2017,0.67,-23.424,8.51,16.902,0.124,10.331,1410.986,0,4,49,8.06,256.431
18-12-2017,0.71,-23.424,8.51,16.902,0,3.558,1410.986,0.5,2,58,7.5,89.708
18-12-2017,0.75,-23.424,8.51,16.902,0,0,1410.986,0.25,0.5,67,6.11,0
18-12-2017,0.79,-23.424,8.51,16.902,0,0,1410.986,0,-1,75,6.11,0
18-12-2017,0.83,-23.424,8.51,16.902,0,0,1410.986,0.25,-2,80,6.53,0
18-12-2017,0.88,-23.424,8.51,16.902,0,0,1410.986,0.5,-2,80,6.11,0
18-12-2017,0.92,-23.424,8.51,16.902,0,0,1410.986,0.25,-2.5,83,5.56,0
18-12-2017,0.96,-23.424,8.51,16.902,0,0,1410.986,0.5,-3,86,5,0
19-12-2017,0,-23.439,8.519,16.908,0,0,1411.152,0.5,-3,86,6.11,0
19-12-2017,0.04,-23.439,8.519,16.908,0,0,1411.152,0.5,-3,86,5.56,0
19-12-2017,0.08,-23.439,8.519,16.908,0,0,1411.152,0.5,-3,86,5.56,0
19-12-2017,0.13,-23.439,8.519,16.908,0,0,1411.152,0.5,-3,86,6.11,0
19-12-2017,0.17,-23.439,8.519,16.908,0,0,1411.152,0.5,-3,86,5.56,0
19-12-2017,0.21,-23.439,8.519,16.908,0,0,1411.152,0.5,-2.5,83,5.56,0
19-12-2017,0.25,-23.439,8.519,16.908,0,0,1411.152,0.25,-3,86,5,0
19-12-2017,0.29,-23.439,8.519,16.908,0,0,1411.152,0.5,-3,86,5.56,0
19-12-2017,0.33,-23.439,8.519,16.908,0,0,1411.152,0.5,-3,86,6.11,0
19-12-2017,0.38,-23.439,8.519,16.908,0.068,1.962,1411.152,0.5,-3,86,5,48.88
19-12-2017,0.42,-23.439,8.519,16.908,0.192,7.484,1411.152,0.656,-2.5,83,4.44,186.844
19-12-2017,0.46,-23.439,8.519,16.908,0.282,13.713,1411.152,0.813,-1.5,77.5,6.94,338.434
19-12-2017,0.5,-23.439,8.519,16.908,0.334,17.936,1411.152,0.813,-0.5,72,6.94,439.258
19-12-2017,0.54,-23.439,8.519,16.908,0.343,19.772,1411.152,0.813,0,69,8.06,482.446
19-12-2017,0.58,-23.439,8.519,16.908,0.309,19.031,1411.152,0.813,1.5,58,7.5,465.055
19-12-2017,0.63,-23.439,8.519,16.908,0.235,15.791,1411.152,0.813,2,54,6.53,388.27
19-12-2017,0.67,-23.439,8.519,16.908,0.125,10.366,1411.152,0.813,2,52,6.53,257.323
19-12-2017,0.71,-23.439,8.519,16.908,0,3.579,1411.152,0.813,0.5,53.5,5.56,90.274
19-12-2017,0.75,-23.439,8.519,16.908,0,0,1411.152,0.881,-1,60,5.56,0
19-12-2017,0.79,-23.439,8.519,16.908,0,0,1411.152,0.813,-2.5,66.5,6.94,0
19-12-2017,0.83,-23.439,8.519,16.908,0,0,1411.152,0.813,-4,74,6.11,0
19-12-2017,0.88,-23.439,8.519,16.908,0,0,1411.152,0.881,-4.5,77,5.97,0
19-12-2017,0.92,-23.439,8.519,16.908,0,0,1411.152,0.813,-5,80,5,0
19-12-2017,0.96,-23.439,8.519,16.908,0,0,1411.152,0.656,-5,86,4.44,0
20-12-2017,0,-23.448,8.528,16.915,0,0,1411.305,0.95,-5,86,3.89,0
20-12-2017,0.04,-23.448,8.528,16.915,0,0,1411.305,0.95,-4,86,3.06,0
20-12-2017,0.08,-23.448,8.528,16.915,0,0,1411.305,0.813,-4,86,2.92,0
20-12-2017,0.13,-23.448,8.528,16.915,0,0,1411.305,0.813,-3.5,83,4.44,0
20-12-2017,0.17,-23.448,8.528,16.915,0,0,1411.305,0.5,-3,80,3.47,0
20-12-2017,0.21,-23.448,8.528,16.915,0,0,1411.305,0,-3,86,3.89,0
20-12-2017,0.25,-23.448,8.528,16.915,0,0,1411.305,0,-3.5,86,2.5,0
20-12-2017,0.29,-23.448,8.528,16.915,0,0,1411.305,0,-4,86,3.06,0
20-12-2017,0.33,-23.448,8.528,16.915,0,0,1411.305,0,-4,86,3.89,0
20-12-2017,0.38,-23.448,8.528,16.915,0.067,1.928,1411.305,0,-4,86,3.89,48.03
20-12-2017,0.42,-23.448,8.528,16.915,0.191,7.422,1411.305,0,-4,93,5,185.34
20-12-2017,0.46,-23.448,8.528,16.915,0.281,13.664,1411.305,0,-2.5,83,5,337.291
20-12-2017,0.5,-23.448,8.528,16.915,0.333,17.904,1411.305,0,-1,75,4.44,438.543
20-12-2017,0.54,-23.448,8.528,16.915,0.343,19.759,1411.305,0,1.5,62.5,4.44,482.195
20-12-2017,0.58,-23.448,8.528,16.915,0.309,19.038,1411.305,0.5,2.5,60.5,5.56,465.272
20-12-2017,0.63,-23.448,8.528,16.915,0.235,15.817,1411.305,0,4,52,5,388.927
20-12-2017,0.67,-23.448,8.528,16.915,0.125,10.408,1411.305,0,4,50.5,5.56,258.364
20-12-2017,0.71,-23.448,8.528,16.915,0,3.604,1411.305,0.5,3,48,6.11,90.917
20-12-2017,0.75,-23.448,8.528,16.915,0,0,1411.305,0.5,1,52,3.89,0
20-12-2017,0.79,-23.448,8.528,16.915,0,0,1411.305,0.5,-2,64,3.47,0
20-12-2017,0.83,-23.448,8.528,16.915,0,0,1411.305,0,-2,69,3.89,0
20-12-2017,0.88,-23.448,8.528,16.915,0,0,1411.305,0,-2,69,5,0
20-12-2017,0.92,-23.448,8.528,16.915,0,0,1411.305,0.25,-4,83,3.06,0
20-12-2017,0.96,-23.448,8.528,16.915,0,0,1411.305,0.25,-4.5,86,2.5,0
21-12-2017,0,-23.45,8.536,16.923,0,0,1411.444,0.25,-4,86,4.44,0
21-12-2017,0.04,-23.45,8.536,16.923,0,0,1411.444,0.5,-4,86,3.89,0
21-12-2017,0.08,-23.45,8.536,16.923,0,0,1411.444,0.5,-4,86,4.44,0
21-12-2017,0.13,-23.45,8.536,16.923,0,0,1411.444,0.25,-4,86,3.89,0
21-12-2017,0.17,-23.45,8.536,16.923,0,0,1411.444,0.5,-4.5,86,3.06,0
21-12-2017,0.21,-23.45,8.536,16.923,0,0,1411.444,0.5,-4.5,89.5,2.5,0
21-12-2017,0.25,-23.45,8.536,16.923,0,0,1411.444,0.5,-4,86,3.06,0
21-12-2017,0.29,-23.45,8.536,16.923,0,0,1411.444,0.5,-4,86,3.47,0
21-12-2017,0.33,-23.45,8.536,16.923,0,0,1411.444,0.5,-4,93,3.89,0
21-12-2017,0.38,-23.45,8.536,16.923,0.066,1.897,1411.444,0.813,-3.5,89.5,3.06,47.247
21-12-2017,0.42,-23.45,8.536,16.923,0.19,7.366,1411.444,0.406,-3,86,3.06,183.972
21-12-2017,0.46,-23.45,8.536,16.923,0.281,13.622,1411.444,0.813,-2.5,89.5,3.47,336.293
21-12-2017,0.5,-23.45,8.536,16.923,0.333,17.878,1411.444,0.881,-1,80,1.94,437.978
21-12-2017,0.54,-23.45,8.536,16.923,0.343,19.753,1411.444,0.95,0,75,1.11,482.096
21-12-2017,0.58,-23.45,8.536,16.923,0.31,19.052,1411.444,0.813,1,70,1.53,465.642
21-12-2017,0.63,-23.45,8.536,16.923,0.236,15.849,1411.444,0.95,1,70,0,389.736
21-12-2017,0.67,-23.45,8.536,16.923,0.126,10.456,1411.444,0.95,1,70,1.11,259.551
21-12-2017,0.71,-23.45,8.536,16.923,0,3.631,1411.444,1,1,75,2.5,91.636
21-12-2017,0.75,-23.45,8.536,16.923,0,0,1411.444,1,0,80,1.11,0
21-12-2017,0.79,-23.45,8.536,16.923,0,0,1411.444,0.813,0.5,77.5,0.97,0
21-12-2017,0.83,-23.45,8.536,16.923,0,0,1411.444,0.813,0,80,1.94,0
21-12-2017,0.88,-23.45,8.536,16.923,0,0,1411.444,0.813,0,80,0.56,0
21-12-2017,0.92,-23.45,8.536,16.923,0,0,1411.444,0.813,0,80,0,0
21-12-2017,0.96,-23.45,8.536,16.923,0,0,1411.444,0.95,0,80,1.94,0
22-12-2017,0,-23.445,8.543,16.931,0,0,1411.571,0.95,0,80,0,0
22-12-2017,0.04,-23.445,8.543,16.931,0,0,1411.571,0.95,0,80,0,0
22-12-2017,0.08,-23.445,8.543,16.931,0,0,1411.571,0.95,0,80,0,0
22-12-2017,0.13,-23.445,8.543,16.931,0,0,1411.571,0.95,0,80,1.53,0
22-12-2017,0.17,-23.445,8.543,16.931,0,0,1411.571,0.95,0,80,0.76,0
22-12-2017,0.21,-23.445,8.543,16.931,0,0,1411.571,0.95,0,80,0,0
22-12-2017,0.25,-23.445,8.543,16.931,0,0,1411.571,0.95,-1,86,0.56,0
22-12-2017,0.29,-23.445,8.543,16.931,0,0,1411.571,0.95,-1,86,1.94,0
22-12-2017,0.33,-23.445,8.543,16.931,0,0,1411.571,0.95,-1,86,2.5,0
22-12-2017,0.38,-23.445,8.543,16.931,0.065,1.868,1411.571,0.95,-1,86,1.94,46.533
22-12-2017,0.42,-23.445,8.543,16.931,0.189,7.315,1411.571,0.95,-1,93,3.06,182.741
22-12-2017,0.46,-23.445,8.543,16.931,0.28,13.585,1411.571,0.95,0,87,1.94,335.439
22-12-2017,0.5,-23.445,8.543,16.931,0.333,17.859,1411.571,0.95,-1,93,1.94,437.561
22-12-2017,0.54,-23.445,8.543,16.931,0.343,19.753,1411.571,1,-1,93,0,482.149
22-12-2017,0.58,-23.445,8.543,16.931,0.31,19.072,1411.571,1,-1,93,0,466.164
22-12-2017,0.63,-23.445,8.543,16.931,0.237,15.888,1411.571,1,0,93,3.06,390.695
22-12-2017,0.67,-23.445,8.543,16.931,0.127,10.509,1411.571,1,0,93,3.06,260.886
22-12-2017,0.71,-23.445,8.543,16.931,0,3.661,1411.571,1,0,93,3.06,92.43
22-12-2017,0.75,-23.445,8.543,16.931,0,0,1411.571,0.813,-1,100,1.94,0
22-12-2017,0.79,-23.445,8.543,16.931,0,0,1411.571,0.813,-1,100,3.89,0
22-12-2017,0.83,-23.445,8.543,16.931,0,0,1411.571,0.813,-1,100,3.89,0
22-12-2017,0.88,-23.445,8.543,16.931,0,0,1411.571,0.881,-1.5,96.5,5.56,0
22-12-2017,0.92,-23.445,8.543,16.931,0,0,1411.571,0.95,-2,100,3.89,0
22-12-2017,0.96,-23.445,8.543,16.931,0,0,1411.571,0.881,-2,96.5,4.44,0
23-12-2017,0,-23.432,8.55,16.94,0,0,1411.684,0.813,-2.5,93,3.06,0
23-12-2017,0.04,-23.432,8.55,16.94,0,0,1411.684,0.5,-4.5,100,2.5,0
23-12-2017,0.08,-23.432,8.55,16.94,0,0,1411.684,0.5,-5,96.5,2.5,0
23-12-2017,0.13,-23.432,8.55,16.94,0,0,1411.684,0,-5,100,1.94,0
23-12-2017,0.17,-23.432,8.55,16.94,0,0,1411.684,0.25,-5.5,100,2.5,0
